CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
EVTDESC1231437;A nuclear triad refers to the nuclear weapons delivery of a strategic nuclear arsenal which consists of three basic components: land-based intercontinental ballistic missiles (ICBMs), strategic bombers, and submarine-launched ballistic missiles (SLBMs). The purpose of having a three-branched nuclear capability is to significantly reduce the possibility that an enemy could destroy all of a nation's nuclear forces in a first-strike attack; this, in turn, ensures a credible threat of a second strike, and thus increases a nation's nuclear deterrence.;;;;;;;;x
EVTDESC1231436;A nuclear triad refers to the nuclear weapons delivery of a strategic nuclear arsenal which consists of three basic components: land-based intercontinental ballistic missiles (ICBMs), strategic bombers, and submarine-launched ballistic missiles (SLBMs). The purpose of having a three-branched nuclear capability is to significantly reduce the possibility that an enemy could destroy all of a nation's nuclear forces in a first-strike attack; this, in turn, ensures a credible threat of a second strike, and thus increases a nation's nuclear deterrence.;;;;;;;;x
EVTDESC1231435;A nuclear triad refers to the nuclear weapons delivery of a strategic nuclear arsenal which consists of three basic components: land-based intercontinental ballistic missiles (ICBMs), strategic bombers, and submarine-launched ballistic missiles (SLBMs). The purpose of having a three-branched nuclear capability is to significantly reduce the possibility that an enemy could destroy all of a nation's nuclear forces in a first-strike attack; this, in turn, ensures a credible threat of a second strike, and thus increases a nation's nuclear deterrence.;;;;;;;;x
nuke_sanctions;Facing sanctions to disarm nuclear weapons;;;;;;;;x
disarm_bomb_title;Begin Nuclear Disarmament;;;;;;;;x
disarm_bomb_desc;Nuclear disarmament refers to both the act of reducing or eliminating nuclear weapons and to the end state of a nuclear-weapons-free world, in which nuclear weapons are completely eliminated.;;;;;;;;x
recently_attacked_nuke;Second Strike Opportunity;;;;;;;;x
nukes_used_recently;Recently used Nuclear Weapons;;;;;;;;x
nukes_used_recently_desc;We need more time before we can launch another nuclear attack.;;;;;;;;x
nuclear_second_strike_high_title;Launch a Second Strike;;;;;;;;x
nuclear_second_strike_high_desc;Since we have been attacked with nuclear weapons, we must retaliate to protect the policy of Mutually Assured Destruction.;;;;;;;;x
nuclear_second_strike_medium_title;Launch a Second Strike;;;;;;;;x
nuclear_second_strike_medium_desc;Since we have been attacked with nuclear weapons, we must retaliate to protect the policy of Mutually Assured Destruction.;;;;;;;;x
nuclear_second_strike_low_title;Launch a Second Strike;;;;;;;;x
nuclear_second_strike_low_desc;Since we have been attacked with nuclear weapons, we must retaliate to protect the policy of Mutually Assured Destruction.;;;;;;;;x
nuclear_cap_high;Massive Nuclear Attack Capability;;;;;;;;x
nuclear_cap_medium;Moderate Nuclear Attack Capability;;;;;;;;x
nuclear_cap_low;Modest Nuclear Attack Capability;;;;;;;;x
nuclear_ultimatum_title;Give our enemies the Nuclear Ultimatum;;;;;;;;x
nuclear_ultimatum_desc;This allows us to demand peace from our enemies with a small risk of Nuclear Armageddon.;;;;;;;;x
reset_bomb_title;Reset our Nuclear Delivery Options;;;;;;;;x
reset_bomb_title;Reset our Nuclear Delivery Options;;;;;;;;x
reset_bomb_title;Reset our Nuclear Delivery Options;;;;;;;;x
reset_bomb_desc;Reset our Nuclear Delivery Options to create new nuclear delivery layouts.;;;;;;;;x
atomic_nation;Nation that possesses Atomic Weapons;;;;;;;;x
atomic_nation;Nation that possesses Atomic Weapons;;;;;;;;x
hydrogen_nation;Nation that possesses Thermonuclear Weapons;;;;;;;;x
sub_bomb_title;Acquire Submarine Nuclear Delivery Means;;;;;;;;x
air_bomb_title;Acquire Bomber Nuclear Delivery Means;;;;;;;;x
icbm_bomb_title;Acquire ICBM Nuclear Delivery Means;;;;;;;;x
sub_bomb_desc;A submarine-launched ballistic missile (SLBM) is a ballistic missile capable of being launched from submarines. Modern variants usually deliver multiple independently targetable reentry vehicles (MIRVs) each of which carries a nuclear warhead and allows a single launched missile to strike several targets. Submarine-launched ballistic missiles operate in a different way from submarine-launched cruise missiles. Modern submarine-launched ballistic missiles are closely related to intercontinental ballistic missiles (range of over 5,500 kilometres (3,000 nmi)), and in many cases SLBMs and ICBMs may be part of the same family of weapons.;;;;;;;;x
air_bomb_desc;Gravity bombs are designed to be dropped from planes, which requires that the weapon be able to withstand vibrations and changes in air temperature and pressure during the course of a flight. Early weapons often had a removable core for safety, known as in flight insertion (IFI) cores, being inserted or assembled by the air crew during flight. They had to meet safety conditions, to prevent accidental detonation or dropping. A variety of types also had to have a fuse to initiate detonation.;;;;;;;;x
icbm_bomb_desc;An intercontinental ballistic missile (ICBM) is a guided ballistic missile with a minimum range of 5,500 kilometres (3,400 mi) primarily designed for nuclear weapons delivery (delivering one or more thermonuclear warheads). Similarly, conventional, chemical, and biological weapons can also be delivered with varying effectiveness, but have never been deployed on ICBMs. Most modern designs support multiple independently targetable reentry vehicles (MIRVs), allowing a single missile to carry several warheads, each of which can strike a different target.;;;;;;;;x
sub_bomb;Possess Submarine Nuclear Delivery Means;;;;;;;;x
air_bomb;Possess Bomber Nuclear Delivery Means;;;;;;;;x
icbm_bomb;Possess ICBM Nuclear Delivery Means;;;;;;;;x
develop_the_atomic_bomb_title;Develop the Atomic Bomb;;;;;;;;x
develop_the_atomic_bomb_desc;Weapons whose explosive output is exclusively from fission reactions are commonly referred to as atomic bombs or atom bombs (abbreviated as A-bombs). This has long been noted as something of a misnomer, as their energy comes from the nucleus of the atom, just as it does with fusion weapons. In fission weapons, a mass of fissile material (enriched uranium or plutonium) is assembled into a supercritical mass—the amount of material needed to start an exponentially growing nuclear chain reaction—either by shooting one piece of sub-critical material into another (the "gun" method) or by compressing using explosive lenses a sub-critical sphere of material using chemical explosives to many times its original density (the "implosion" method). The latter approach is considered more sophisticated than the former and only the latter approach can be used if the fissile material is plutonium.;;;;;;;;x
develop_the_hydrogen_bomb_title;Develop the Hydrogen Bomb;;;;;;;;x
develop_the_hydrogen_bomb_desc;Such fusion weapons are generally referred to as thermonuclear weapons or more colloquially as hydrogen bombs (abbreviated as H-bombs), as they rely on fusion reactions between isotopes of hydrogen (deuterium and tritium). All such weapons derive a significant portion, and sometimes a majority, of their energy from fission. This is because a fission reaction is required as a "trigger" for the fusion reactions, and the fusion reactions can themselves trigger additional fission reactions.;;;;;;;;x
develop_atomic_bomb;Developing the Atomic Bomb;;;;;;;;x
develop_hydrogen_bomb;Developing the Hydrogen Bomb;;;;;;;;x
EVTDESC1400038;By authority of Her Majesty Queen Elizabeth II, by the Grace of God of the United Kingdom of Great Britain and Northern Ireland and of her other realms and territories Queen, Head of the Commonwealth, Defender of the Faith, and in accordance with Her Majesty's instructions dated the 14th day of September, 1955, a landing was effected this day upon this island of Rockall from HMS Vidal. The Union flag was hoisted and possession of the island was taken in the name of Her Majesty. [Signed] R H Connell, Captain, HMS Vidal, 18 September 1955.;;;;;;;;x
claimrockall_title;Claim Rockall;;;;;;;;x
claimrockall_desc;The initial incentive was the test-firing of the UK's first guided nuclear weapon, the American-made Corporal missile. The missile was to be launched from South Uist and over the North Atlantic. The Ministry of Defence was concerned that the unclaimed island would provide an opportunity for the Soviet Union to spy on the test. Consequently, in April 1955 a request was sent to the Admiralty to seize the island and declare UK sovereignty lest it become an outpost for foreign observers.;;;;;;;;x
changenvorder_title;Change our National Value to Order;;;;;;;;x
changenvliberty_title;Change our National Value to Liberty;;;;;;;;x
changenvequality_title;Change our National Value to Equality;;;;;;;;x
changenvmeritocracy_title;Change our National Value to Meritocracy;;;;;;;;x
changenvorder_desc;Authoritarianism is a form of government characterized by strong central power and limited political freedoms. Juan Linz's influential 1964 description of authoritarianism characterized authoritarian political systems by four qualities: limited political pluralism that is, such regimes place constraints on political institutions and groups like legislatures, political parties and interest groups a basis for legitimacy based on emotion, especially the identification of the regime as a necessary evil to combat "easily recognizable societal problems" such as underdevelopment or insurgency; minimal social mobilization most often caused by constraints on the public such as suppression of political opponents and anti-regime activity informally defined executive power with often vague and shifting powers;;;;;;;;x
changenvliberty_desc;Liberalism is a political philosophy or worldview founded on ideas of liberty and equality. Whereas classical liberalism emphasises the role of liberty, social liberalism stresses the importance of equality. Liberals espouse a wide array of views depending on their understanding of these principles, but generally they support ideas and programmes such as freedom of speech, freedom of the press, freedom of religion, free markets, civil rights, democratic societies, secular governments, gender equality, and international cooperation.;;;;;;;;x
changenvequality_desc;Egalitarianism is a trend of thought that favors equality for all people. Egalitarian doctrines maintain that all humans are equal in fundamental worth or social status, according to the Stanford Encyclopedia of Philosophy. According to the Merriam-Webster Dictionary, the term has two distinct definitions in modern English: either as a political doctrine that all people should be treated as equals and have the same political, economic, social, and civil rights or as a social philosophy advocating the removal of economic inequalities among people, economic egalitarianism, or the decentralization of power. Some sources define egalitarianism as the point of view that equality reflects the natural state of humanity.;;;;;;;;x
changenvmeritocracy_desc;Meritocracy is a political philosophy holding that power should be vested in individuals almost exclusively based on ability and talent. Advancement in such a system is based on performance measured through examination and/or demonstrated achievement in the field where it is implemented.;;;;;;;;x
changespy_title;Change Espionage Policy;;;;;;;;x
changespy_desc;Perhaps we should change our Espionage Policy to better suit our current needs?;;;;;;;;x
spy_high;Steal foreign research as State espionage policy;;;;;;;;x
spy_medium;Prop up current regime as State espionage policy;;;;;;;;x
spy_low;Counter-Terrorism as State espionage policy;;;;;;;;x
spy_high_gp;Full Specturm Dominance as State espionage policy;;;;;;;;x
spy_medium_gp;Diplomatic intrigue as State espionage policy;;;;;;;;x
spy_low_gp;Intelligence trading as State espionage policy;;;;;;;;x
spy_high_title;Select steal foreign research as State espionage policy;;;;;;;;x
spy_medium_title;Select prop up current regime as State espionage policy;;;;;;;;x
spy_low_title;Select Counter-Terrorism as State espionage policy;;;;;;;;x
spy_high_gp_title;Select Full Specturm Dominance as State espionage policy;;;;;;;;x
spy_medium_gp_title;Select diplomatic intrigue as State espionage policy;;;;;;;;x
spy_low_gp_title;Select intelligence trading as State espionage policy;;;;;;;;x
spy_high_desc;Select steal foreign research as State espionage policy;;;;;;;;x
spy_medium_desc;Select prop up current regime as State espionage policy;;;;;;;;x
spy_low_desc;Select Counter-Terrorism as State espionage policy;;;;;;;;x
spy_high_gp_desc;Select Full Specturm Dominance as State espionage policy;;;;;;;;x
spy_medium_gp_desc;Select diplomatic intrigue as State espionage policy;;;;;;;;x
spy_low_gp_desc;Select intelligence trading as State espionage policy;;;;;;;;x
EVTDESC1900000;Today the leader of our great superpower rival has arrived in $COUNTRY$ to immense cheers and jubilant mass crowd. Our leaders enjoyed warm exchanges with each other in $CAPITAL$, greatly improving the relations between our 2 great nations.;;;;;;;;x
EVTDESC1800000;A few hours ago, there was an incident on the tense West German-East German border. This has triggered a response from the other Superpower who has now decided to mobilise troops along the border in anticipation of a possible war. Our generals have done the same as well to keep the delicate balance of military power in check. A further escalation might lead to war. How should we respond $RULER$?;;;;;;;;x
EVTDESC1800001;There has been growing Superpower contention in a country that has the potential to spark of a Superpower conflict.;;;;;;;;x
EVTDESC2000000;In light of the tense Cold War situation, our foreign minister has proposed that we host an international summit to iron out the differences between the USA and the USSR to cool down the tensions. Should we accept his suggestion $RULER$?;;;;;;;;x
EVTDESC2000001;In light of the tense Cold War situation, $FROMCOUNTRY$'s foreign minister has proposed that we participate in an international summit to iron out the differences between the USA and the USSR to cool down the tensions. Should we accept his suggestion $RULER$?;;;;;;;;x
cold_war_high;Highly tense Cold War Environment;;;;;;;;x
cold_war_medium;Tense Cold War Environment;;;;;;;;x
cold_war_low;Detente Cold War Environment;;;;;;;;x
un_king1;Foremost Superpower;;;;;;;;x
un_king2;Second most powerful Superpower;;;;;;;;x
un_king1_title;Align with the foremost Superpower;;;;;;;;x
un_king2_title;Align with the second most powerful Superpower to secure our interests.;;;;;;;;x
un_king1_desc;Align with the foremost Superpower;;;;;;;;x
un_king2_desc;Align with the second most powerful Superpower to secure our interests.;;;;;;;;x
king_timer;Recently aligned with a Superpower;;;;;;;;x
king_timer_desc;Time is needed to prepare for another diiplomatic push to strengthen ties with a Superpower.;;;;;;;;x
superpower;Superpower Status;;;;;;;;x
superpower_desc;Since we are rank among the top 2 nations in the world, we have been considered to be a Superpower which gives us considerable diplomatic capabilities that are out of reach of mere Great Powers.;;;;;;;;x
seikan_tunnel_construction;Seikan Tunnel construction underway;;;;;;;;x
seikan_tunnel;Seikan Tunnel;;;;;;;;x
seikan_tunnel_title;Build the Seikan Tunnel;;;;;;;;x
seikan_tunnel_desc;The Seikan Tunnel (Japanese: ?????? Seikan Tonneru or Japanese: ???? Seikan Zuid?) is a 53.85 km (33.46 mi) dual gauge railway tunnel in Japan, with a 23.3 km (14.5 mi) long portion under the seabed. The track level is about 100 metres (330 ft) below the seabed and 240 m (790 ft) below sea level. It extends beneath the Tsugaru Strait—connecting Aomori Prefecture on the main Japanese island of Honshu with the northern island of Hokkaido—as part of the standard gauge Hokkaido Shinkansen and the narrow gauge Kaikyo Line portion of the Hokkaido Railway Company (JR Hokkaido)'s Tsugaru-Kaiky? Line. The name Seikan comes from combining the on'yomi readings of the first characters of Aomori (??), the nearest major city on the Honshu side of the strait, and Hakodate (??), the nearest major city on the Hokkaido side. The Seikan Tunnel is the world's longest undersea tunnel, although the Channel tunnel has a longer undersea section. It is also the second deepest and the second longest main-line railway tunnel after the Gotthard Base Tunnel in Switzerland opened on 2016.;;;;;;;;x
demohigh_gp;High militarisation and low economic focus for the Democratic Bloc;;;;;;;;x
demomedium_gp;Medium militarisation and medium economic focus for the Democratic Bloc;;;;;;;;x
demolow_gp;Low militarisation and High economic focus for the Democratic Bloc;;;;;;;;x
demohigh;High militarisation and low economic focus for the Democratic Bloc;;;;;;;;x
demomedium;Medium militarisation and medium economic focus for the Democratic Bloc;;;;;;;;x
demolow;Low militarisation and High economic focus for the Democratic Bloc;;;;;;;;x
demohigh_title;High militarisation and low economic focus for the Democratic Bloc;;;;;;;;x
demomedium_title;Medium militarisation and medium economic focus for the Democratic Bloc;;;;;;;;x
demolow_title;Low militarisation and High economic focus for the Democratic Bloc;;;;;;;;x
demohigh_desc;High militarisation and low economic focus for the Democratic Bloc;;;;;;;;x
demomedium_desc;Medium militarisation and medium economic focus for the Democratic Bloc;;;;;;;;x
demolow_desc;Low militarisation and High economic focus for the Democratic Bloc;;;;;;;;x
changedemobloc_desc;Change focus for the Democratic Bloc;;;;;;;;x
changedemobloc_title;Change focus for the Democratic Bloc;;;;;;;;x
oecd_member;Member of the Organisation for Economic Co-operation and Development;;;;;;;;x
jointheoecd_title;Join the Organisation for Economic Co-operation and Development;;;;;;;;x
jointheoecd_desc;The Organisation for Economic Co-operation and Development (OECD) is an intergovernmental economic organisation with 35 member countries, founded in 1960 to stimulate economic progress and world trade. It is a forum of countries describing themselves as committed to democracy and the market economy, providing a platform to compare policy experiences, seeking answers to common problems, identify good practices and coordinate domestic and international policies of its members. Most OECD members are high-income economies with a very high Human Development Index (HDI) and are regarded as developed countries.;;;;;;;;x
leavetheoecd_desc;The Organisation for Economic Co-operation and Development (OECD) is an intergovernmental economic organisation with 35 member countries, founded in 1960 to stimulate economic progress and world trade. It is a forum of countries describing themselves as committed to democracy and the market economy, providing a platform to compare policy experiences, seeking answers to common problems, identify good practices and coordinate domestic and international policies of its members. Most OECD members are high-income economies with a very high Human Development Index (HDI) and are regarded as developed countries.;;;;;;;;x
formtheoecd_desc;The Organisation for Economic Co-operation and Development (OECD) is an intergovernmental economic organisation with 35 member countries, founded in 1960 to stimulate economic progress and world trade. It is a forum of countries describing themselves as committed to democracy and the market economy, providing a platform to compare policy experiences, seeking answers to common problems, identify good practices and coordinate domestic and international policies of its members. Most OECD members are high-income economies with a very high Human Development Index (HDI) and are regarded as developed countries.;;;;;;;;x
leavetheoecd_title;Leave the Organisation for Economic Co-operation and Development;;;;;;;;x
formtheoecd_title;Form the Organisation for Economic Co-operation and Development;;;;;;;;x
keiretsu;Keiretsu Corporate Structure;;;;;;;;x
keiretsu_desc;A keiretsu (??), literally system, series, grouping of enterprises, order of succession) is a set of companies with interlocking business relationships and shareholdings. It is a type of informal business group. The keiretsu maintained dominance over the Japanese economy for the second half of the 20th century.The member companies own small portions of the shares in each other's companies, centered on a core bank; this system helps insulate each company from stock market fluctuations and takeover attempts, thus enabling long-term planning in innovative projects.;;;;;;;;x
soviet_stability;Soviet Stability;;;;;;;;x
changefrancophone_title;Change La Francophonie Focus;;;;;;;;x
changefrancophone_desc;As we are the cultural hegemon of the La Francophonie, we can use that position to push our agenda in the La Francophonie to promote trade, promote democracy, promote socialism or to promote non-inteventionism.;;;;;;;;x
francophoneoption1_title;Promote closer trade ties in La Francophonie;;;;;;;;x
francophoneoption1_desc;Promote closer trade ties in La Francophonie will give our companies a boost by allowing us to foster more free trade deals with other La Francophonie nations.;;;;;;;;x
francophoneoption2_title;Promote democracy in La Francophonie;;;;;;;;x
francophoneoption2_desc;Promote democracy in La Francophonie will increase the demand for democracy in La Francophonie which will help encourage members to have more open and accountable governments.;;;;;;;;x
francophoneoption3_title;Promote human rights & welfare in La Francophonie;;;;;;;;x
francophoneoption3_desc;Promote human rights & welfare in La Francophonie will help the La Francophonie member states to have a more humane governments that truly care for their citizens.;;;;;;;;x
francophoneoption4_title;Promote non-interventionism in La Francophonie;;;;;;;;x
francophoneoption4_desc;Promote non-interventionism in La Francophonie to help protect members from the tumultous headwinds of internationalism and protect members from unwanted La Francophonie interference in internal affairs.;;;;;;;;x
franc_area;Member of the Franc Currency Union;;;;;;;;x
post_colonial_chaos;Post Independence Chaos;;;;;;;;x
revolution_chaos;Revolutionary Stirrings;;;;;;;;x
francophoneoption1;La Francophonie Trade Focus;;;;;;;;x
francophoneoption2;La Francophonie Democracy Focus;;;;;;;;x
francophoneoption3;La Francophonie Socialism Focus;;;;;;;;x
francophoneoption4;La Francophonie Non-Interventionism Focus;;;;;;;;x
joinfrancophone_title;Join the La Francophonie;;;;;;;;x
joinfrancophone_desc;The Organisation internationale de la Francophonie (OIF), generally known as the Francophonie (French: La Francophonie), but also called International Organisation of La Francophonie in English language context, is an international organization representing countries and regions where French is the first ("mother") or customary language, where a significant proportion of the population are francophones (French speakers) or where there is a notable affiliation with French culture. The organization comprises 57 member states and governments, three associate members and twenty observers. The term francophonie (with a lowercase "f"), or francosphere (often capitalised in English) also refers to the global community of French-speaking peoples, comprising a network of private and public organizations promoting equal ties among countries where French people or France played a significant historical role, culturally, militarily or politically. French geographer Onésime Reclus, brother of Élisée Reclus, coined the word Francophonie in 1880 to refer to the community of people and countries using the French language. Francophonie was then coined a second time by Léopold Sédar Senghor, founder of the Négritude movement, in the review Esprit in 1962, who assimilated it into Humanism. The modern organisation was created in 1970. Its motto is égalité, complémentarité, solidarité ("equality, complementarity, and solidarity"), a deliberate allusion to France's motto liberté, égalité, fraternité. Started as a small club of northern French-speaking countries, the Francophonie has since evolved into a global organization whose numerous branches cooperate with its member states in the fields of culture, science, economy, justice, and peace.;;;;;;;;x
formthefrancophone_title;Form the Organisation internationale de la Francophonie;;;;;;;;x
formthefrancophone_desc;The Organisation internationale de la Francophonie (OIF), generally known as the Francophonie (French: La Francophonie [la f???k?f?ni]), but also called International Organisation of La Francophonie in English language context, is an international organization representing countries and regions where French is the first ("mother") or customary language, where a significant proportion of the population are francophones (French speakers) or where there is a notable affiliation with French culture. The organization comprises 57 member states and governments, three associate members and twenty observers. The term francophonie (with a lowercase "f"), or francosphere (often capitalised in English) also refers to the global community of French-speaking peoples, comprising a network of private and public organizations promoting equal ties among countries where French people or France played a significant historical role, culturally, militarily or politically. French geographer Onésime Reclus, brother of Élisée Reclus, coined the word Francophonie in 1880 to refer to the community of people and countries using the French language. Francophonie was then coined a second time by Léopold Sédar Senghor, founder of the Négritude movement, in the review Esprit in 1962, who assimilated it into Humanism. The modern organisation was created in 1970. Its motto is égalité, complémentarité, solidarité ("equality, complementarity, and solidarity"), a deliberate allusion to France's motto liberté, égalité, fraternité. Started as a small club of northern French-speaking countries, the Francophonie has since evolved into a global organization whose numerous branches cooperate with its member states in the fields of culture, science, economy, justice, and peace.;;;;;;;;x
leavefrancophone_title;Leave the La Francophonie;;;;;;;;x
leavefrancophone_desc;The Organisation internationale de la Francophonie (OIF), generally known as the Francophonie (French: La Francophonie [la f???k?f?ni]), but also called International Organisation of La Francophonie in English language context, is an international organization representing countries and regions where French is the first ("mother") or customary language, where a significant proportion of the population are francophones (French speakers) or where there is a notable affiliation with French culture. The organization comprises 57 member states and governments, three associate members and twenty observers. The term francophonie (with a lowercase "f"), or francosphere (often capitalised in English) also refers to the global community of French-speaking peoples, comprising a network of private and public organizations promoting equal ties among countries where French people or France played a significant historical role, culturally, militarily or politically. French geographer Onésime Reclus, brother of Élisée Reclus, coined the word Francophonie in 1880 to refer to the community of people and countries using the French language. Francophonie was then coined a second time by Léopold Sédar Senghor, founder of the Négritude movement, in the review Esprit in 1962, who assimilated it into Humanism. The modern organisation was created in 1970. Its motto is égalité, complémentarité, solidarité ("equality, complementarity, and solidarity"), a deliberate allusion to France's motto liberté, égalité, fraternité. Started as a small club of northern French-speaking countries, the Francophonie has since evolved into a global organization whose numerous branches cooperate with its member states in the fields of culture, science, economy, justice, and peace.;;;;;;;;x
francophonemember;Member of the La Francophonie;;;;;;;;x
francophonemembereng;Leader of the La Francophonie;;;;;;;;x
francophone;La Francophonie;;;;;;;;x
opecmember;Member of the Organisation of Petroleum Exporting Countries (OPEC);;;;;;;;x
joinopec_title;Join the Organisation of Petroleum Exporting Countries (OPEC);;;;;;;;x
joinopec_desc;The Organization of the Petroleum Exporting Countries (OPEC) is a permanent, intergovernmental Organization, created at the Baghdad Conference on September 10–14, 1960, by Iran, Iraq, Kuwait, Saudi Arabia and Venezuela. The five Founding Members were later joined by nine other Members: Qatar (1961); Indonesia (1962) – suspended its membership from January 2009-December 2015; Libya (1962); United Arab Emirates (1967); Algeria (1969); Nigeria (1971); Ecuador (1973) – suspended its membership from December 1992-October 2007; Angola (2007); and Gabon (1975) - terminated its membership in January 1995 but rejoined in July 2016. OPEC had its headquarters in Geneva, Switzerland, in the first five years of its existence. This was moved to Vienna, Austria, on September 1, 1965. OPEC's objective is to co-ordinate and unify petroleum policies among Member Countries, in order to secure fair and stable prices for petroleum producers; an efficient, economic and regular supply of petroleum to consuming nations; and a fair return on capital to those investing in the industry;;;;;;;;x
colonial_war;Colonial War;;;;;;;;x;;;;;;;;;;;;;
colonial_war_desc;To preserve our colonial empire we need to fight colonial wars.;;;;;;;;x;;;;;;;;;;;;;
colonial_war_setup;Suppress the separatist rebels in our colonies;;;;;;;;x;;;;;;;;;;;;;
colonial_war_short;Reassert control over rebelling colony.;;;;;;;;x;;;;;;;;;;;;;
